patientid,min,mean,max,std
dsb_d43c9dd1be361b9302c9343af09cc23e.npz,0.00145,0.68357,0.99987,0.37239
dsb_b42263b9b84f10464a94092e0cdc13b1.npz,0.00107,0.65826,0.99978,0.40583
dsb_493641ef65ee95fe994d4789aec1db3b.npz,0.00194,0.70960,0.99988,0.39072
dsb_7051fc0fcf2344a2967d9a1a5478208e.npz,0.00117,0.59064,0.99989,0.43246
dsb_80a3052f4a1b90fd38fd0def7b79b65c.npz,0.00248,0.62990,0.99989,0.36696
dsb_a32e7fdbc0db97e35aabd7c931a582ea.npz,0.00141,0.69396,0.99988,0.38178
dsb_fbe0c3d6e4a50ca1c1bd3101515d0ab4.npz,0.00214,0.54379,0.99988,0.40507
dsb_c1ac4b0949e6e7557f82caf20761322d.npz,0.00111,0.67637,0.99988,0.37798
dsb_7cf1a65bb0f89323668034244a59e725.npz,0.00135,0.57631,0.99986,0.36544
dsb_174c5f7c33ca31443208ef873b9477e5.npz,0.00159,0.66148,0.99987,0.42576
dsb_b4d7268f5a8436da6634e585db3e9478.npz,0.00132,0.69548,0.99988,0.39422
dsb_d2b47d9034d38a410f00dabba9754d91.npz,0.00115,0.55506,0.99986,0.37042
dsb_099cec971282b1531d297e5d0d423598.npz,0.00183,0.43982,0.99987,0.32978
dsb_e6f4757b8f315f31559c5c256cb8dead.npz,0.00111,0.72479,0.99986,0.36973
dsb_e8be143b9f5e352f71043b24f79f5a17.npz,0.00084,0.62059,0.99989,0.37663
dsb_750ed950a05e5fae10b4d25ed9bcd021.npz,0.00198,0.68355,0.99987,0.39914
dsb_fa9575f64e6881c6b2730f0e225c9573.npz,0.00071,0.61484,0.99987,0.41793
dsb_0890a698c0a6ce5db48b1467011bf8d2.npz,0.00097,0.48263,0.99982,0.45475
dsb_55e476ee19742fc09c4ce5e6ebdc13d1.npz,0.00170,0.42251,0.99987,0.32278
dsb_4b351d0c19be183cc880f5af3fe5abee.npz,0.00171,0.60619,0.99988,0.43192
dsb_e314fd13809db0132443b924401d828b.npz,0.00197,0.72434,0.99988,0.37528
dsb_a6195eb9162fc40d5fa2fdb1239dd788.npz,0.00160,0.64290,0.99986,0.38796
dsb_7df28e2253be3490208ba9a9f470ea1d.npz,0.00089,0.63613,0.99978,0.40400
dsb_3d5351d09a432a8de88e5b270d419ebf.npz,0.00100,0.10747,0.99986,0.28278
dsb_86ad341b9ac27364f03981f6a775246c.npz,0.00152,0.65158,0.99987,0.40221
dsb_0ee336c585bf7eb1011df476891c5102.npz,0.00131,0.68379,0.99985,0.39686
dsb_a70fd23bd8d535ffd42259cb91f4c5ca.npz,0.00165,0.49675,0.99988,0.45103
dsb_a15d4fd19fb32f4858f472962c4bb230.npz,0.00158,0.31656,0.99988,0.41921
dsb_552ef3f04be2073d2cf8a52431576c24.npz,0.00143,0.64895,0.99988,0.42054
dsb_c26fbd6a185271f820953be327b5307f.npz,0.00124,0.68413,0.99985,0.39393
dsb_c313167b76fb2528816d40088ba88c77.npz,0.00144,0.71407,0.99988,0.37350
dsb_6ae1b284936accdc4101c6daaaa2e0d3.npz,0.00178,0.57832,0.99987,0.38338
dsb_26142353f46d20c9fdded93f01e2bff4.npz,0.00275,0.32684,0.99987,0.26704
dsb_169b5bde441e8aa3df2766e2e02cda08.npz,0.00093,0.65477,0.99985,0.42087
dsb_58e4646cbead2fc4a6a1f86bf806e76f.npz,0.00183,0.61706,0.99988,0.43868
dsb_338f9c6da34f61091a4c44b074b2f9e3.npz,0.00182,0.69905,0.99987,0.38546
dsb_cbf5f53f3648de7d1324257caa40bb90.npz,0.00124,0.68574,0.99984,0.41210
dsb_aaeb75b838690ba6ba425f73b9773479.npz,0.00152,0.55880,0.99987,0.37837
dsb_0d2fcf787026fece4e57be167d079383.npz,0.00177,0.68066,0.99988,0.37072
dsb_35ab1899e939be4e67923a1624c91365.npz,0.00162,0.75488,0.99987,0.34587
dsb_a162d204827e4e89a2e5ba81cc53247a.npz,0.00162,0.50285,0.99988,0.44678
dsb_e60d99ea9648e1ce859eb0b386365e26.npz,0.00149,0.62916,0.99987,0.37611
dsb_de9f65a7a70b73ce2ffef1e4a2613eee.npz,0.00193,0.66258,0.99988,0.37304
dsb_82289d2db2b1e33d68ba6736b21b0e43.npz,0.00142,0.67075,0.99987,0.37874
dsb_252b5fd5c4a5eb77be4fbe41df49bd07.npz,0.00133,0.36140,0.99987,0.43512
dsb_be3e35bf8395366d235b8bcfc71a05ee.npz,0.00121,0.64353,0.99985,0.42487
dsb_809ae218d8b4a973d11358264e4a0823.npz,0.00068,0.27614,0.99988,0.40394
dsb_337e7a428e7342d1e7f53a04247f7ad8.npz,0.00195,0.71512,0.99988,0.37964
dsb_cceb1ae43615e5f144e31d1d1ebbdf90.npz,0.00119,0.68822,0.99981,0.39279
dsb_dbcb3dbee4f4e75d0672c2a23feb1e3a.npz,0.00123,0.33712,0.99988,0.41893
dsb_b5de57869d863bdc1b84b0194e79a9d3.npz,0.00125,0.08752,0.99988,0.25298
dsb_edad1a7e85b5443e0ae9e654d2adbcba.npz,0.00240,0.64828,0.99987,0.35691
dsb_8cb4c49a88d8ecb99d97cf5d707d58d7.npz,0.00174,0.67738,0.99986,0.38845
dsb_af3657cf479490d027ada92b330f80af.npz,0.00115,0.07443,0.99987,0.23775
dsb_4b7f72b889e85b479305f8fbc8cc4f48.npz,0.00234,0.59610,0.99989,0.43309
dsb_61c0247462b00b95c4df16edd4486a06.npz,0.00065,0.49917,0.99983,0.44807
dsb_c2b4ac9d22e601c5d546318874c76f59.npz,0.00139,0.30810,0.99988,0.41391
dsb_06a90409e4fcea3e634748b967993531.npz,0.00236,0.61277,0.99988,0.37842
dsb_649fd56ef9809019b57261fcf9574d76.npz,0.00146,0.50082,0.99988,0.43759
dsb_627836151c555187503dfe472fb15001.npz,0.00121,0.68121,0.99986,0.38772
dsb_f4bee414210374e68b6746f70b38d461.npz,0.00086,0.62770,0.99984,0.43400
dsb_c3a9046fbe2b0f0a4e43a669c321e472.npz,0.00169,0.65632,0.99988,0.42151
dsb_a8d308b966048be67f7413daf952ee94.npz,0.00153,0.72447,0.99988,0.37423
dsb_2365e0afe6844e955f3d4c23a16dc1a9.npz,0.00207,0.69376,0.99988,0.37361
dsb_f88ed45f3436cb30e494409dae76df5d.npz,0.00195,0.59666,0.99988,0.44063
dsb_f63f2f63e2619012b4c798fd638c8b8a.npz,0.00156,0.38608,0.99988,0.44034
dsb_d2a17180c72ce7e5e9cb3870ba7991d2.npz,0.00110,0.38543,0.99987,0.43959
dsb_afc15e047f3e127871d13e39cde7557d.npz,0.00135,0.61195,0.99985,0.38077
dsb_61917cf6407e793bc0edb60850009e85.npz,0.00125,0.56894,0.99987,0.44227
dsb_2f7088e4008c0ef2c88b6764af8c8815.npz,0.00122,0.64104,0.99987,0.42218
dsb_a13d6c5f8f86d74e16c10cf9294bca31.npz,0.00168,0.43030,0.99988,0.44677
dsb_1f6333bc3599f683403d6f0884aefe00.npz,0.00140,0.57185,0.99988,0.41564
dsb_21d449f3ae00ea302e5aa15d7df65465.npz,0.00143,0.53633,0.99987,0.36489
dsb_72a1e35c34052e163f61585ba0c9daf4.npz,0.00105,0.20705,0.99986,0.36272
dsb_65a380c07d416f78e85545eaaa2916a1.npz,0.00072,0.59717,0.99985,0.39925
dsb_77033e4c1591403d1b1255607a20a983.npz,0.00106,0.71631,0.99988,0.38940
dsb_ebd601d40a18634b100c92e7db39f585.npz,0.00126,0.03079,0.99986,0.14946
dsb_502d4601458807bf0089e6fd07825357.npz,0.00175,0.68902,0.99987,0.36308
dsb_c690f27c439a58684910d04d6409cd17.npz,0.00268,0.58623,0.99987,0.34993
dsb_e6214ef879c6d01ae598161e50e23c0c.npz,0.00246,0.67482,0.99988,0.37241
dsb_3f28787cc3343445a8c5ecc4dae27a25.npz,0.00133,0.70878,0.99984,0.37567
dsb_bc38f78d1194f57452f6bb5eed453137.npz,0.00118,0.61016,0.99988,0.39699
dsb_57af0020213d64598ede82fe9d6bb8b3.npz,0.00069,0.56908,0.99978,0.41307
dsb_58bf189f6021ecea213c13eed7484d84.npz,0.00203,0.71237,0.99987,0.36355
dsb_a2fe50d59500281851fce256e922b675.npz,0.00111,0.67633,0.99983,0.40621
dsb_d89499632a4c7bde0923003497ffc5ea.npz,0.00203,0.57483,0.99988,0.35665
dsb_024efb7a1e67dc820eb61cbdaa090166.npz,0.00166,0.57436,0.99985,0.42572
dsb_e5c68cfa0f33540da3098800f0daae2c.npz,0.00163,0.63427,0.99988,0.43396
dsb_8e9002a485cbda2b47cd14014d6f1c36.npz,0.00138,0.63194,0.99988,0.41072
dsb_63458b5875a0b223ec21555d17b52fd4.npz,0.00144,0.62681,0.99988,0.40891
dsb_e129305f6d074d08cd2de0ebdfeaa576.npz,0.00119,0.53964,0.99987,0.40448
dsb_42e374c728e50cf2aaa78db97f24a82c.npz,0.00155,0.70969,0.99987,0.36948
dsb_624a34fa8fd36847724e749877343847.npz,0.00185,0.70262,0.99987,0.38166
dsb_8f0d9699a15acef00da458eceaf0c846.npz,0.00195,0.50545,0.99988,0.44743
dsb_c3d37bdb061c189269f4223f8bebeae0.npz,0.00196,0.26292,0.99981,0.20757
dsb_ae61ec94b0b8de5439180f4776551e42.npz,0.00138,0.69556,0.99988,0.38101
dsb_1753250dab5fc81bab8280df13309733.npz,0.00135,0.66470,0.99988,0.37102
dsb_e33c25d0dbca5e54385f2100ce523467.npz,0.00103,0.73637,0.99981,0.38105
dsb_435cd5883a2014f295a8081ea098674b.npz,0.00092,0.57416,0.99982,0.44398
dsb_b4d5b618fdf3a5a1bcfb325a3715e99e.npz,0.00134,0.38169,0.99987,0.31838
dsb_149ff4b37a684a73869d2d88e3fd4d0e.npz,0.00105,0.59951,0.99987,0.42101
dsb_8e60f166f1f1dc0d72f997fe1c9e72b4.npz,0.00126,0.61441,0.99982,0.39959
dsb_55b06d60e7c0329787f81d1b7cbf9aa0.npz,0.00119,0.41290,0.99987,0.32763
dsb_96dce4424dce5451ab0a068c58435c1b.npz,0.00087,0.73622,0.99986,0.38260
dsb_1e0f8048728717064645cb758eb89279.npz,0.00207,0.37338,0.99985,0.28506
dsb_e7cb27a5362a7098e1437bfb1224d2dc.npz,0.00109,0.63471,0.99988,0.38376
dsb_f5ff7734997820b45dafa75dff60ece8.npz,0.00157,0.62735,0.99988,0.43830
dsb_6c56e9802fb6346db58bd5daf160f9be.npz,0.00109,0.19586,0.99988,0.35500
dsb_c19197af81f94110ddc23317e182f37d.npz,0.00092,0.69549,0.99983,0.38198
dsb_9759889dcee7ed0043d06e03fb44060d.npz,0.00197,0.57547,0.99988,0.34386
dsb_ba8912fd754683662e542f8e737d1230.npz,0.00154,0.56105,0.99988,0.44073
dsb_19f3b4dea7af5d6e13acb472d6af23d8.npz,0.00104,0.71311,0.99988,0.38908
dsb_4b8e47f2a5edda13b971da27317bfc6f.npz,0.00115,0.70198,0.99986,0.37278
dsb_366cfab448dbe55fd63b01adac0b1c56.npz,0.00169,0.58564,0.99988,0.40202
dsb_96544665531e7f59bc2730e3c5f42e65.npz,0.00184,0.66329,0.99988,0.40487
dsb_d08383958039c53ea3347ce1719be43e.npz,0.00190,0.67282,0.99988,0.39093
dsb_2ebb1e8f14802c33f0e4215a7545d70d.npz,0.00162,0.40279,0.99988,0.44445
dsb_ac4056071f3cc98489b9db3aebfe2b6a.npz,0.00186,0.57899,0.99989,0.43159
dsb_6be677ba1631174397b0c1e26a46af30.npz,0.00146,0.31534,0.99988,0.40933
dsb_0de72529c30fe642bc60dcb75c87f6bd.npz,0.00166,0.64583,0.99987,0.38325
dsb_2885e3af725bc58dc1522d4bfb24bb2b.npz,0.00153,0.62248,0.99988,0.41840
dsb_4b96e8e085d7ab16c8054654fe586553.npz,0.00075,0.51514,0.99981,0.44822
dsb_bc43e8a2cb05a45e73dea8c7e02f2cc1.npz,0.00088,0.67105,0.99987,0.41861
dsb_ff8599dd7c1139be3bad5a0351ab749a.npz,0.00198,0.70580,0.99988,0.37929
dsb_d9543b86db1c662ebaa71557e715861c.npz,0.00050,0.49791,0.99983,0.43148
dsb_0ca943d821204ceb089510f836a367fd.npz,0.00220,0.60408,0.99987,0.36300
dsb_fda187bfb1d6a2ecd4abd862c7f7f94c.npz,0.00157,0.49336,0.99989,0.44821
dsb_aa594c8968f06fcf374e76bc9a375477.npz,0.00139,0.36187,0.99988,0.43083
dsb_9d44fcc8ab801ac9244da4c016d0541e.npz,0.00205,0.44458,0.99988,0.30475
dsb_5518b27f000e34cf2db5a362f4fac613.npz,0.00094,0.10224,0.99985,0.27384
dsb_d74af71db9023b65737ee37ede219422.npz,0.00139,0.60942,0.99982,0.40217
dsb_e2ea2f046495909ff89e18e05f710fee.npz,0.00177,0.37892,0.99986,0.28871
dsb_d104e584e51830ea51ee60e69186f83b.npz,0.00077,0.33154,0.99981,0.42102
dsb_cb64ff663195832e0b66a9bb17891954.npz,0.00130,0.22572,0.99988,0.37631
dsb_f39a1e54d79731e4417aa8159d19b7d4.npz,0.00151,0.56995,0.99988,0.43259
dsb_42bfcfb0e3965039947bd905b2fc3915.npz,0.00185,0.69450,0.99988,0.39050
dsb_c979fbec565e769de7e66944ab5365a4.npz,0.00159,0.55104,0.99989,0.44354
dsb_28e29fe26140703e5bbe570f982bd112.npz,0.00174,0.41843,0.99988,0.44015
dsb_6c71617e2cee498fd3dd20956bb90a3b.npz,0.00067,0.59186,0.99977,0.42046
dsb_3a3a7a6b3d2a4ea6b1f5bc6ea715eab8.npz,0.00174,0.49807,0.99986,0.34832
dsb_f0310ffc724faf9f7aef2c418127ee68.npz,0.00116,0.69430,0.99987,0.35577
dsb_6ddb331865608b8dfb8cac6d873eaf62.npz,0.00141,0.10752,0.99988,0.28417
dsb_c95f2aa23e6d6702f5b16a3b35f89cf0.npz,0.00161,0.69641,0.99988,0.38016
dsb_3c2dbbdeb857504a8b501fc013b99c90.npz,0.00114,0.47891,0.99987,0.45769
dsb_68f2b9c1fae9180356cb5c4fa95bd30a.npz,0.00104,0.70871,0.99988,0.37762
dsb_3bd4f83c5930e8c1e193ccc463543745.npz,0.00094,0.63303,0.99982,0.41822
dsb_f43843b39a5be8cd30dab59bd11499ed.npz,0.00146,0.72379,0.99985,0.38974
dsb_a88c585e7d81744eec091a6f0600bd7b.npz,0.00177,0.61069,0.99988,0.41822
dsb_e787e5fd289a9f1f6bba31569b7ad384.npz,0.00178,0.67362,0.99988,0.39409
dsb_c6269c87a7571330961e5c4a9f692c10.npz,0.00118,0.62095,0.99988,0.41731
dsb_8264a875a465c029f28110c725fec283.npz,0.00162,0.72158,0.99987,0.36108
dsb_d7aa27d839b1ecb03dbf011af4bcb092.npz,0.00181,0.68822,0.99988,0.39737
dsb_fbae4d04285789dfa32124c86586dd09.npz,0.00133,0.49692,0.99987,0.45373
dsb_49a29b3f5bee32b350bedc4cfbad8e9c.npz,0.00125,0.60960,0.99989,0.40645
dsb_b82efe72526c59a96257208d95e54baf.npz,0.00160,0.61390,0.99988,0.42460
dsb_b2d6eb577e716ade61ca89b6bb3dcabb.npz,0.00116,0.65223,0.99982,0.38606
dsb_3c5a0fc6890a1f84211cf8a75c1b83c4.npz,0.00208,0.74060,0.99987,0.36138
dsb_2b861ff187c8ff2977d988f3d8b08d87.npz,0.00148,0.70156,0.99986,0.37005
dsb_dcf75f484b2d2712e5033ba61fd6e2a0.npz,0.00146,0.55813,0.99988,0.43532
dsb_463b67fefdde16ba3c4a4258de1f38e3.npz,0.00198,0.42179,0.99986,0.31847
dsb_5572cc61f851b0d10d6fec913ae722b9.npz,0.00177,0.56115,0.99988,0.45106
dsb_5b642ed9150bac6cbd58a46ed8349afc.npz,0.00218,0.70675,0.99987,0.37589
dsb_a0e60d7a13f6bb4002cc4a08e60b0776.npz,0.00171,0.68679,0.99988,0.39311
dsb_a2c59fd551d9c658f8469726b66bee87.npz,0.00123,0.67229,0.99986,0.40061
dsb_8aaa3a09b1f20e950609a62a1de511df.npz,0.00131,0.55769,0.99987,0.44668
dsb_502e157e6a22166997d054e8920d921c.npz,0.00150,0.56443,0.99988,0.44181
dsb_642c43727eee4bda71c0c30bf5cf1a2b.npz,0.00151,0.63410,0.99988,0.37390
dsb_77941d758eae521a00ef225e306eda08.npz,0.00123,0.47085,0.99985,0.44229
dsb_02801e3bbcc6966cb115a962012c35df.npz,0.00131,0.22738,0.99988,0.37831
dsb_89629540f3b3cbc2a18d9919facd34d0.npz,0.00132,0.76972,0.99986,0.36108
dsb_be024b0b5cf93c597758e65f348475af.npz,0.00057,0.33847,0.99987,0.42471
dsb_08528b8817429d12b7ce2bf444d264f9.npz,0.00205,0.76750,0.99985,0.35164
dsb_e127111e994be5f79bb0cea52c9d563e.npz,0.00115,0.68844,0.99987,0.38836
dsb_dd571c3949cdae0b59fc0542bb23e06a.npz,0.00208,0.65471,0.99988,0.41582
dsb_8a2de07f6e9dbb8c6e4bfad7e83b3f0a.npz,0.00101,0.64567,0.99988,0.40472
dsb_46199ffd681fd429aca3823c76f1034d.npz,0.00118,0.59069,0.99986,0.43870
dsb_fdcd385b0d2d12341661e1abe845be0b.npz,0.00092,0.60914,0.99981,0.39288
dsb_cf83e9933c484dd9073ed8314794b9f7.npz,0.00057,0.70375,0.99985,0.39474
dsb_a53a4a019a24541c277e0a84301d8ec5.npz,0.00093,0.50158,0.99988,0.44623
dsb_744bb5ab2a706c8070a3f5cd72848ccc.npz,0.00111,0.52294,0.99985,0.40508
dsb_666becc9794c25bb8e0e7982be7cb6dc.npz,0.00074,0.43964,0.99984,0.45720
dsb_e2bcbfe1ab0f9ddc5d6234f819cd5df5.npz,0.00203,0.30022,0.99983,0.24398
dsb_a4fa7dd73e3017b97ac6674a10fac216.npz,0.00086,0.41481,0.99988,0.45144
dsb_243e69389ae5738d3f89386b0efddbcd.npz,0.00077,0.58108,0.99984,0.40858
dsb_c3e6b43c5ac3f4ac052e0b0421f5b088.npz,0.00115,0.68266,0.99978,0.39437
dsb_666fad0dca00694381eeec67adc909ec.npz,0.00140,0.59305,0.99987,0.44326
dsb_993f1e68290d591f755669e97b49b4f4.npz,0.00120,0.55098,0.99986,0.44498
dsb_521924ac2f00a62cc63f679de7e599cd.npz,0.00150,0.45897,0.99985,0.44854
dsb_c020f5c28fc03aed3c125714f1c3cf2a.npz,0.00169,0.64907,0.99988,0.42430
dsb_11fe5426ef497bc490b9f1465f1fb25e.npz,0.00133,0.25525,0.99987,0.39805
dsb_7f137d30638a87d151ac7e84eeaf48e8.npz,0.00113,0.64402,0.99987,0.38624
dsb_5b412509bc40a3aeb3b5efef1fdfcfc9.npz,0.00213,0.78624,0.99988,0.34219
dsb_c02daa2116b27ce9b023fe7809ef5be9.npz,0.00128,0.60940,0.99986,0.37574
dsb_2a6433cf347f7bd52ab796f083003832.npz,0.00186,0.42356,0.99987,0.43860
dsb_2703df8c469906a06a45c0d7ff501199.npz,0.00194,0.52425,0.99989,0.43962
dsb_7852cb521d7029ca08133476054e7bec.npz,0.00118,0.65275,0.99988,0.41019
dsb_6993396b31078993e13cf9c0a6fd470b.npz,0.00159,0.70803,0.99987,0.37724
dsb_d8a0ebe575539c2357c2365cdf0229a0.npz,0.00155,0.59846,0.99985,0.37259
dsb_44cd94d1228f4a70753b5dfc12703414.npz,0.00202,0.70504,0.99987,0.35062
dsb_4434e19303b62ebaecef2596583ff351.npz,0.00137,0.58646,0.99987,0.38388
dsb_ac68eb0a3db3de247c26909db4c10569.npz,0.00201,0.70173,0.99988,0.37164
dsb_e6d4a747235bfcc1feac759571c8485c.npz,0.00161,0.48243,0.99986,0.44780
dsb_7c02c641324c598cd935b588189c87db.npz,0.00157,0.55718,0.99988,0.43400
dsb_483b89a4ffbbd85acc8b9af5a541dd4d.npz,0.00088,0.62197,0.99982,0.41376
dsb_0121c2845f2b7df060945b072b2515d7.npz,0.00152,0.37838,0.99988,0.43317
dsb_a187b24f9827de759fb86a84e9b2e544.npz,0.00064,0.53617,0.99986,0.42500
dsb_2f4e4a808cfb348d6ddc81de96f72077.npz,0.00160,0.57968,0.99988,0.43411
dsb_45a8417be8f56b401bd7b5d106f5acdd.npz,0.00244,0.74424,0.99988,0.36733
dsb_a59b1dc7e417fea605b34a5204f61f9d.npz,0.00162,0.63640,0.99988,0.38860
dsb_fa744c0374ccc6aaf6711f463a9e5bc2.npz,0.00181,0.63088,0.99987,0.43125
dsb_ab9c7bef62d1ad65b824414087b6f06b.npz,0.00170,0.64201,0.99988,0.37179
dsb_243038f7bb7787497c59bc17f04c6ed9.npz,0.00264,0.26968,0.99986,0.20693
dsb_45f4141cfe3f110f9db4e1e113d15684.npz,0.00165,0.75809,0.99987,0.34100
dsb_ca3cdb2e771df9989df5a9cb0296c44c.npz,0.00139,0.57374,0.99986,0.38150
dsb_cdb53f3be6d8cce07fa41c833488d8a5.npz,0.00129,0.51260,0.99986,0.41576
dsb_9e249726076fa41af6766e12957a7e9d.npz,0.00241,0.61389,0.99988,0.42198
dsb_7921bbb92d5390784f3ba046be0d59a3.npz,0.00129,0.35220,0.99987,0.42604
dsb_1a91ca95390756518700877893ac195b.npz,0.00145,0.07188,0.99988,0.23874
dsb_c1da930ea00f6d11bab7dd34014b7d6c.npz,0.00176,0.35256,0.99989,0.42704
dsb_03bd22ed5858039af223c04993e9eb22.npz,0.00147,0.36284,0.99988,0.43396
dsb_4d8f4de444a1f453e7ad32d067b0f630.npz,0.00140,0.61036,0.99988,0.38703
dsb_a647d0ce63b01c9ee82fe1911ba7b1e5.npz,0.00152,0.50826,0.99988,0.44058
dsb_dcb426dd025b609489c8f520d6d644b7.npz,0.00127,0.30305,0.99985,0.28853
dsb_a998534bc46d3041e00c67f44a3e0352.npz,0.00131,0.57349,0.99982,0.43670
dsb_6540e089936a6c9d1f11939e96e6ab18.npz,0.00098,0.52625,0.99983,0.41754
dsb_07abb7bec548d1c0ccef088ce934e517.npz,0.00145,0.37984,0.99988,0.43976
dsb_5818c3be99a83ca8c951ff3434750d6a.npz,0.00143,0.60685,0.99989,0.38721
dsb_8a17bbe3cc0079c6d7d7579359bcf565.npz,0.00155,0.44261,0.99989,0.42581
dsb_c51d53068736c39d56b99074d2e29e12.npz,0.00149,0.71250,0.99987,0.38643
dsb_65073aadb60e398d8db1806f5ea2a082.npz,0.00196,0.68139,0.99988,0.40030
dsb_a2d9e657a673798f9ebdfec1b361f93a.npz,0.00085,0.21292,0.99984,0.37781
dsb_e5cf847e616cc2fe94816ffa547d2614.npz,0.00181,0.67557,0.99986,0.35771
dsb_700bdc2723c2ac75a8a8376d9ca170ad.npz,0.00261,0.72048,0.99988,0.34663
dsb_91d29bc19205f8eb9a63de5b774a5575.npz,0.00191,0.63254,0.99988,0.37668
dsb_6e240f23afa2c1b4352cd0db5d4f357d.npz,0.00140,0.61967,0.99987,0.41407
dsb_d73fda3be1180e4465df6fbef8a0648d.npz,0.00114,0.67664,0.99985,0.39902
dsb_67f7f74220c08faa756b34cb81b203a5.npz,0.00192,0.74224,0.99987,0.37148
dsb_1be4cf2de84adac4de0e090c9a15461c.npz,0.00177,0.43930,0.99986,0.34491
dsb_1b17c83c3b0cb973e41f9121e562d030.npz,0.00113,0.36866,0.99988,0.41875
dsb_645e7f46eb9b834153ecf8e2b2921fe5.npz,0.00160,0.64208,0.99988,0.40772
dsb_aadd54d387e9be8fab53507c4cedf338.npz,0.00162,0.67741,0.99988,0.37658
dsb_6c1136ce7fbc5c7b503aa08da6abedd2.npz,0.00160,0.77702,0.99985,0.34258
dsb_0fe244f21893c45fbb877f54d008518b.npz,0.00165,0.70981,0.99987,0.38257
dsb_df1354de25723c9a55e1241d4c40ffe2.npz,0.00180,0.65888,0.99987,0.36781
dsb_bf1c730d11f5c1db7da7c39808451c4c.npz,0.00172,0.69207,0.99987,0.36404
dsb_4fcf8b00ea7a99162dc70aba253ba669.npz,0.00188,0.61334,0.99988,0.43269
dsb_be57c648eb683a31e8499e278a89c5a0.npz,0.00114,0.52800,0.99988,0.44107
dsb_60b389fb2f7eeb912586d1a3ccc9dbbc.npz,0.00065,0.56373,0.99986,0.40304
dsb_026470d51482c93efc18b9803159c960.npz,0.00155,0.63771,0.99984,0.38428
dsb_0fb1b54da1e66c60a57db9c52f945e25.npz,0.00098,0.31226,0.99988,0.42467
dsb_657dc5d2bf8ea210d912dd8320481068.npz,0.00180,0.51026,0.99988,0.34663
dsb_198d3ff4979a9a89f78ac4b4a0fe0638.npz,0.00087,0.20285,0.99987,0.36493
dsb_f6bf2c352e3c5b13ae48f077570f3d15.npz,0.00161,0.59303,0.99987,0.40852
dsb_1278988821a696e534c6c93ecdd4ff0c.npz,0.00159,0.68013,0.99988,0.40705
dsb_bf6a7a9ab4e18b18f43129c9e22fb448.npz,0.00208,0.69936,0.99987,0.36957
dsb_be4285333fb2d56f78ca867d97eee308.npz,0.00112,0.66165,0.99987,0.40372
dsb_8e92c4db434da3b8d4e3cafce3f072fb.npz,0.00068,0.28597,0.99983,0.41548
dsb_a654285bc604830f627687fa821d7dd3.npz,0.00177,0.63438,0.99987,0.42342
dsb_a906cd7c6ad05c27216125485d2b7322.npz,0.00149,0.57560,0.99987,0.44785
dsb_9e98136d07b953c3362e0a132c8810b6.npz,0.00177,0.27001,0.99988,0.39616
dsb_6e3a7f8ef70e26252d25cc105a945f86.npz,0.00134,0.61268,0.99987,0.43828
dsb_81affb342fc98aae0201a6c837cfc3bb.npz,0.00134,0.74497,0.99988,0.38064
dsb_1edf5480bf676f8342a7d516bab58fa0.npz,0.00163,0.62983,0.99989,0.42482
dsb_93a6f37a72f60498986374f57bfc30c4.npz,0.00137,0.58480,0.99987,0.40383
dsb_5b4f56936ab57ee5b30d8752652ee5cb.npz,0.00165,0.71389,0.99986,0.36318
dsb_e3034ac9c2799b9a9cee2111593d9853.npz,0.00151,0.41567,0.99985,0.31960
dsb_d9ef71a00fd504eac1a6dd104c93ce56.npz,0.00166,0.76311,0.99988,0.36424
dsb_4348beb99dacd2cbf14983a2c64a00c6.npz,0.00152,0.58758,0.99988,0.43620
dsb_b7045ebff6dbb0023087e0399d00b873.npz,0.00116,0.51984,0.99987,0.44660
dsb_30b8aa7f5688cab5ff0964f34b715c4d.npz,0.00128,0.55162,0.99989,0.44695
dsb_c3b05094939cc128a4593736f05eadec.npz,0.00178,0.58937,0.99988,0.43233
dsb_487cc9003c99fa95e9a9e201d396992c.npz,0.00200,0.76615,0.99988,0.34450
dsb_fad57a1078ddbc685e517bd8f24aa8ac.npz,0.00157,0.38382,0.99988,0.43704
dsb_79eb6f0a80841d6618968362dfb1f57f.npz,0.00114,0.61150,0.99987,0.40971
dsb_ffe02fe7d2223743f7fb455dfaff3842.npz,0.00084,0.58702,0.99980,0.42282
dsb_baf842dd446ce9d7082efe16d22fb971.npz,0.00123,0.44157,0.99987,0.42205
dsb_a5cac127acd59505d8f1582b95f80983.npz,0.00093,0.56862,0.99986,0.44581
dsb_7a82802a862a267d58aa2171645f1181.npz,0.00162,0.69137,0.99988,0.39950
dsb_43fecc8947e4fbb47968dc8ef7d8f4ec.npz,0.00133,0.69904,0.99986,0.39056
dsb_f6a9611b3afd5c6a5fb4a718cd2c38c2.npz,0.00205,0.65805,0.99987,0.39736
dsb_9ca18e68b6b8d9c3112b4b69b7d6fad5.npz,0.00175,0.53032,0.99987,0.35128
dsb_3ee1fd6a0f3f108c3558e6699fb011f2.npz,0.00174,0.66081,0.99986,0.41882
dsb_ead64f9269f2200e1d439960a1e069b4.npz,0.00171,0.71100,0.99988,0.36939
dsb_27e9f8b51aeee67918221f2df98e9cbc.npz,0.00171,0.64374,0.99987,0.40466
dsb_8bb7dd5fbfa5ecb95552d9c587f2fea5.npz,0.00139,0.73780,0.99986,0.34524
